"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.accountableHealthcareProfessional.healthcareProfessionalOrgUnit.orgUnitLocation","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.accountableHealthcareProfessional.healthcareProfessionalOrgUnit.orgUnitLocation","","","",0,1,"","","","string {[]} {[]}
","Plats","Plats","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.accountableHealthcareProfessional.healthcareProfessionalOrgUnit.orgUnitLocation",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.accountableHealthcareProfessional.healthcareProfessionalCareUnitHSAId","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.accountableHealthcareProfessional.healthcareProfessionalCareUnitHSAId","","","",1,1,"","","","Identifier {[]} {[]}
","Vårdenhetens HSA-id","Regel 1: Obligatorisk i GetMaternityMedicalHistory.","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.accountableHealthcareProfessional.healthcareProfessionalCareUnitHSAId",1,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.accountableHealthcareProfessional.healthcareProfessionalCareGiverHSAId","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.accountableHealthcareProfessional.healthcareProfessionalCareGiverHSAId","","","",1,1,"","","","Identifier {[]} {[]}
","Vårdgivarens HSA-id","Regel 1: Obligatorisk i GetMaternityMedicalHistory.","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.accountableHealthcareProfessional.healthcareProfessionalCareGiverHSAId",1,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator","","","",0,1,"","","","BackboneElement {[]} {[]}
","Juridiskt ansvarig","Juridiskt ansvarig","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.id","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.extension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.modifierExtension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.signatureTime","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.signatureTime","","","",1,1,"","","","instant {[]} {[]}
","Signeringstidpunkt","Signeringstidpunkt","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.signatureTime",1,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.legalAuthenticatorHSAId","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.legalAuthenticatorHSAId","","","",0,1,"","","","Identifier {[]} {[]}
","HSA-id","HSA-id","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.legalAuthenticatorHSAId",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.legalAuthenticatorName","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.legalAuthenticatorName","","","",0,1,"","","","string {[]} {[]}
","Namn","Namn","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.legalAuthenticator.legalAuthenticatorName",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.approvedForPatient","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.approvedForPatient","","","",1,1,"","","","boolean {[]} {[]}
","Godkänd för patientvisning","Godkänd för patientvisning","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.approvedForPatient",1,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.careContactId","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.careContactId","","","",0,1,"","","","string {[]} {[]}
","Vårdkontaktid","Vårdkontaktid","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordHeader.careContactId",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody","","","",1,1,"","","","BackboneElement {[]} {[]}
","Mödravårdsjournaldata","Mödravårdsjournaldata","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.id","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.extension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.modifierExtension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord","","","",0,1,"","","","BackboneElement {[]} {[]}
","Inskrivningsuppgifter","Inskrivningsuppgifter","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.id","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.extension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.modifierExtension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.lastMenstrualPeriod","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.lastMenstrualPeriod","","","",0,1,"","","","date {[]} {[]}
","Sista menstruationsdag","Sista menstruationsdag","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.lastMenstrualPeriod",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.indicationPregnancy","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.indicationPregnancy","","","",0,1,"","","","date {[]} {[]}
","Graviditetsindikation datum","Graviditetsindikation datum","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.indicationPregnancy",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.contraceptiveDiscontinued","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.contraceptiveDiscontinued","","","",0,1,"","","","date {[]} {[]}
","Datum p-medel avslutades","Datum p-medel avslutades","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.contraceptiveDiscontinued",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.expectedDayOfDeliveryFromLastMenstrualPeriod","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.expectedDayOfDeliveryFromLastMenstrualPeriod","","","",0,1,"","","","date {[]} {[]}
","Beräknat förlossningsdatum (LMP)","Beräknat förlossningsdatum (LMP)","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.expectedDayOfDeliveryFromLastMenstrualPeriod",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.expectedDayOfDeliveryFromUltrasoundScan","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.expectedDayOfDeliveryFromUltrasoundScan","","","",0,1,"","","","date {[]} {[]}
","Beräknat förlossningsdatum (UL)","Beräknat förlossningsdatum (UL)","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.expectedDayOfDeliveryFromUltrasoundScan",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.expectedDayOfDeliveryFromEmbryonicTransfer","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.expectedDayOfDeliveryFromEmbryonicTransfer","","","",0,1,"","","","date {[]} {[]}
","Beräknat förlossningsdatum (embryoöverföring)","Beräknat förlossningsdatum (embryoöverföring)","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.expectedDayOfDeliveryFromEmbryonicTransfer",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.length","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.length","","","",0,1,"","","","Quantity {[]} {[]}
","Kroppslängd (cm)","Kroppslängd (cm)","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.length",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.weight","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.weight","","","",0,1,"","","","Quantity {[]} {[]}
","Kroppsvikt (kg)","Kroppsvikt (kg)","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.weight",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.bodyMassIndex","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.bodyMassIndex","","","",0,1,"","","","Quantity {[]} {[]}
","BMI","BMI","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.bodyMassIndex",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.infertility","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.infertility","","","",0,1,"","","","decimal {[]} {[]}
","Infertilitet (år)","Infertilitet (år)","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.infertility",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity","","","",0,*,"","","","BackboneElement {[]} {[]}
","Tidigare graviditeter","Tidigare graviditeter","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.id","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.extension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.modifierExtension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.year","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.year","","","",1,1,"","","","integer {[]} {[]}
","År","År","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.year",1,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.month","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.month","","","",1,1,"","","","integer {[]} {[]}
","Månad","Månad","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.month",1,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.delivery","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.delivery","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Förlossningssätt","Förlossningssätt","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.delivery",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.healthcareFacility","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.healthcareFacility","","","",0,1,"","","","string {[]} {[]}
","Vårdinrättning","Vårdinrättning","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.healthcareFacility",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.progress","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.progress","","","",0,1,"","","","string {[]} {[]}
","Förlopp","Förlopp","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.progress",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.sex","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.sex","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Barnets kön","Barnets kön","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.sex",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.weightOfChild","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.weightOfChild","","","",0,1,"","","","Quantity {[]} {[]}
","Barnets vikt","Barnets vikt","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.weightOfChild",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.gestation","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.gestation","","","",0,1,"","","","integer {[]} {[]}
","Gestationsålder (veckor)","Gestationsålder (veckor)","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.previousGravidityAndParity.gestation",0,1,"",""
